Project,Wash,Garment,Weight,Repeat,Area,Area.px,Area.mm2
SH,W001,1VcottonD,800g,R2,30.987,2817000,232.809917355372
SH,W001,1VcottonD,800g,R3,21.856,1986909.09090909,164.207362885049
SH,W001,1VcottonD,800g,R4,35.57,3233636.36363636,267.242674680691
SH,W001,1VcottonD,800g,R5,30.125,2738636.36363636,226.3335837716
SH,W003,1VcottonD,1000g,R1,28.421,2583727.27272727,213.531179564237
SH,W003,1VcottonD,1000g,R2,21.938,1994363.63636364,164.823441021788
SH,W003,1VcottonD,1000g,R3,20.872,1897454.54545455,156.814425244177
SH,W003,1VcottonD,1000g,R4,23.703,2154818.18181818,178.084147257701
SH,W003,1VcottonD,1000g,R5,36.396,3308727.27272727,273.448534936138
SH,W003,1VcottonD,100g,R1,7.544,685818.181818182,56.679188580015
SH,W003,1VcottonD,100g,R2,6.016,546909.090909091,45.1990984222389
SH,W003,1VcottonD,100g,R3,7.737,703363.636363636,58.1292261457551
SH,W003,1VcottonD,100g,R4,7.211,655545.454545455,54.1773102930128
SH,W003,1VcottonD,100g,R5,6.245,567727.272727273,46.9196093163035
SH,W003,1VcottonD,2000g,R1,25.836,2348727.27272727,194.109691960932
SH,W003,1VcottonD,2000g,R2,34.69,3153636.36363636,260.631104432757
SH,W003,1VcottonD,2000g,R3,33.969,3088090.90909091,255.214124718257
SH,W003,1VcottonD,2000g,R4,37.34,3394545.45454546,280.540946656649
SH,W003,1VcottonD,2000g,R5,43.278,3934363.63636364,325.154019534185
SH,W003,1VcottonD,200g,R1,8.712,792000,65.4545454545455
SH,W003,1VcottonD,200g,R2,4.771,433727.272727273,35.8452291510143
SH,W003,1VcottonD,200g,R3,8.287,753363.636363636,62.2614575507138
SH,W003,1VcottonD,200g,R4,6.77,615454.545454545,50.8640120210368
SH,W003,1VcottonD,200g,R5,10.458,950727.272727273,78.572501878287
SH,W003,1VcottonD,400g,R1,15.018,1365272.72727273,112.832456799399
SH,W003,1VcottonD,400g,R2,13.795,1254090.90909091,103.643876784373
SH,W003,1VcottonD,400g,R3,7.547,686090.909090909,56.7017280240421
SH,W003,1VcottonD,400g,R4,11.283,1025727.27272727,84.770848985725
SH,W003,1VcottonD,400g,R5,17.696,1608727.27272727,132.952667167543
SH,W003,1VcottonD,800g,R1,23.88,2170909.09090909,179.413974455297
SH,W003,1VcottonD,800g,R2,33.136,3012363.63636364,248.955672426747
SH,W003,1VcottonD,800g,R3,28.079,2552636.36363636,210.961682945154
SH,W003,1VcottonD,800g,R4,24.973,2270272.72727273,187.625845229151
SH,W003,1VcottonD,800g,R5,24.434,2221272.72727273,183.576258452292
SH,W005,1VcottonD,1000g,R1,18.492,1681090.90909091,138.93313298272
SH,W005,1VcottonD,1000g,R2,17.548,1595272.72727273,131.840721262209
SH,W005,1VcottonD,1000g,R3,21.116,1919636.36363636,158.647633358377
SH,W005,1VcottonD,1000g,R4,12.746,1158727.27272727,95.7625845229151
SH,W005,1VcottonD,1000g,R5,13.089,1189909.09090909,98.3395942900075
SH,W005,1VcottonD,100g,R1,2.01,182727.272727273,15.1014274981217
SH,W005,1VcottonD,100g,R2,2.146,195090.909090909,16.1232156273479
SH,W005,1VcottonD,100g,R3,2.582,234727.272727273,19.3989481592787
SH,W005,1VcottonD,100g,R4,2.314,210363.636363636,17.3854244928625
SH,W005,1VcottonD,100g,R5,1.84,167272.727272727,13.824192336589
SH,W005,1VcottonD,2000g,R1,27.761,2523727.27272727,208.572501878287
SH,W005,1VcottonD,2000g,R2,36.486,3316909.09090909,274.12471825695
SH,W005,1VcottonD,2000g,R3,34.321,3120090.90909091,257.858752817431
SH,W005,1VcottonD,2000g,R4,23.383,2125727.27272727,175.679939894816
SH,W005,1VcottonD,2000g,R5,24.069,2188090.90909091,180.833959429001
SH,W005,1VcottonD,200g,R1,3.65,331818.181818182,27.4229902329076
SH,W005,1VcottonD,200g,R2,4.73,430000,35.5371900826446
SH,W005,1VcottonD,200g,R3,2.677,243363.636363636,20.1126972201352
SH,W005,1VcottonD,200g,R4,4.359,396272.727272727,32.7498121712998
SH,W005,1VcottonD,200g,R5,3.573,324818.181818182,26.8444778362134
SH,W005,1VcottonD,400g,R1,8.017,728818.181818182,60.2329075882795
SH,W005,1VcottonD,400g,R2,8.321,756454.545454545,62.5169045830203
SH,W005,1VcottonD,400g,R3,12.362,1123818.18181818,92.877535687453
SH,W005,1VcottonD,400g,R4,10.003,909363.636363636,75.1540195341848
SH,W005,1VcottonD,400g,R5,14.137,1285181.81818182,106.213373403456
SH,W005,1VcottonD,800g,R1,11.019,1001727.27272727,82.7873779113449
SH,W005,1VcottonD,800g,R2,13.652,1241090.90909091,102.569496619083
SH,W005,1VcottonD,800g,R3,17.18,1561818.18181818,129.075882794891
SH,W005,1VcottonD,800g,R4,19.953,1813909.09090909,149.909842223892
SH,W005,1VcottonD,800g,R5,16.063,1460272.72727273,120.68369646882
SH,W007,1VcottonD,1000g,R1,11.217,1019727.27272727,84.27498121713
SH,W007,1VcottonD,1000g,R2,17.391,1581000,130.661157024793
SH,W007,1VcottonD,1000g,R3,15.338,1394363.63636364,115.236664162284
SH,W007,1VcottonD,1000g,R4,15.742,1431090.90909091,118.271975957926
SH,W007,1VcottonD,1000g,R5,14.477,1316090.90909091,108.767843726521
SH,W007,1VcottonD,100g,R1,0.653,59363.6363636364,4.9060856498873
SH,W007,1VcottonD,100g,R2,1.063,96636.3636363636,7.98647633358377
SH,W007,1VcottonD,100g,R3,0.579,52636.3636363636,4.35011269722014
SH,W007,1VcottonD,100g,R4,1.2,109090.909090909,9.01577761081893
SH,W007,1VcottonD,100g,R5,0.737,67000,5.53719008264463
SH,W007,1VcottonD,2000g,R1,18.496,1681454.54545455,138.963185574756
SH,W007,1VcottonD,2000g,R2,21.784,1980363.63636364,163.6664162284
SH,W007,1VcottonD,2000g,R3,21.477,1952454.54545455,161.359879789632
SH,W007,1VcottonD,2000g,R4,24.975,2270454.54545455,187.640871525169
SH,W007,1VcottonD,2000g,R5,17.916,1628727.27272727,134.605559729527
SH,W007,1VcottonD,200g,R1,1.611,146454.545454545,12.1036814425244
SH,W007,1VcottonD,200g,R2,1.85,168181.818181818,13.8993238166792
SH,W007,1VcottonD,200g,R3,1.911,173727.272727273,14.3576258452292
SH,W007,1VcottonD,200g,R4,1.962,178363.636363636,14.740796393689
SH,W007,1VcottonD,200g,R5,1.822,165636.363636364,13.6889556724267
SH,W007,1VcottonD,400g,R1,4.718,428909.090909091,35.4470323065364
SH,W007,1VcottonD,400g,R2,5.306,482363.636363636,39.8647633358377
SH,W007,1VcottonD,400g,R3,4.821,438272.727272727,36.2208865514651
SH,W007,1VcottonD,400g,R4,2.954,268545.454545455,22.1938392186326
SH,W007,1VcottonD,400g,R5,2.693,244818.181818182,20.2329075882795
SH,W007,1VcottonD,800g,R1,6.537,594272.727272727,49.1134485349361
SH,W007,1VcottonD,800g,R2,3.564,324000,26.7768595041322
SH,W007,1VcottonD,800g,R3,3.918,356181.818181818,29.4365138993238
SH,W007,1VcottonD,800g,R4,3.72,338181.818181818,27.9489105935387
SH,W007,1VcottonD,800g,R5,3.886,353272.727272727,29.1960931630353
SH,W009,1VcottonD,1000g,R1,9.12,829090.909090909,68.5199098422239
SH,W009,1VcottonD,1000g,R2,10.951,995545.454545455,82.2764838467318
SH,W009,1VcottonD,1000g,R3,6.689,608090.909090909,50.2554470323065
SH,W009,1VcottonD,1000g,R4,8.293,753909.090909091,62.3065364387678
SH,W009,1VcottonD,1000g,R5,11.436,1039636.36363636,85.9203606311044
SH,W009,1VcottonD,100g,R1,0.815,74090.9090909091,6.12321562734786
SH,W009,1VcottonD,100g,R2,1.503,136636.363636364,11.2922614575507
SH,W009,1VcottonD,100g,R3,1.253,113909.090909091,9.41397445529677
SH,W009,1VcottonD,100g,R4,1.5,136363.636363636,11.2697220135237
SH,W009,1VcottonD,100g,R5,0.968,88000,7.27272727272727
SH,W009,1VcottonD,2000g,R1,13.571,1233727.27272727,101.960931630353
SH,W009,1VcottonD,2000g,R2,12.774,1161272.72727273,95.9729526671675
SH,W009,1VcottonD,2000g,R3,14.425,1311363.63636364,108.377160030053
SH,W009,1VcottonD,2000g,R4,11.59,1053636.36363636,87.0773854244929
SH,W009,1VcottonD,2000g,R5,9.448,858909.090909091,70.9842223891811
SH,W009,1VcottonD,200g,R1,3.353,304818.181818182,25.1915852742299
SH,W009,1VcottonD,200g,R2,2.284,207636.363636364,17.160030052592
SH,W009,1VcottonD,200g,R3,1.019,92636.3636363636,7.65589782118708
SH,W009,1VcottonD,200g,R4,1.685,153181.818181818,12.6596543951916
SH,W009,1VcottonD,200g,R5,4.05,368181.818181818,30.4282494365139
SH,W009,1VcottonD,400g,R1,3.479,316272.727272727,26.1382419233659
SH,W009,1VcottonD,400g,R2,5.031,457363.636363636,37.7986476333584
SH,W009,1VcottonD,400g,R3,5.532,502909.090909091,41.5627347858753
SH,W009,1VcottonD,400g,R4,5.073,461181.818181818,38.114199849737
SH,W009,1VcottonD,400g,R5,3.418,310727.272727273,25.6799398948159
SH,W009,1VcottonD,800g,R1,7.057,641545.454545455,53.0202854996243
SH,W009,1VcottonD,800g,R2,4.129,375363.636363636,31.0217881292261
SH,W009,1VcottonD,800g,R3,6.289,571727.272727273,47.2501878287002
SH,W009,1VcottonD,800g,R4,7.763,705727.272727273,58.3245679939895
SH,W009,1VcottonD,800g,R5,10.281,934636.363636364,77.2426746806912
SH,W011,1VcottonD,1000g,R1,11.758,1068909.09090909,88.3395942900075
SH,W011,1VcottonD,1000g,R2,13.348,1213454.54545455,100.285499624343
SH,W011,1VcottonD,1000g,R3,13.39,1217272.72727273,100.601051840721
SH,W011,1VcottonD,1000g,R4,23.703,2154818.18181818,178.084147257701
SH,W011,1VcottonD,1000g,R5,10.816,983272.727272727,81.2622088655147
SH,W011,1VcottonD,100g,R1,1.894,172181.818181818,14.2299023290759
SH,W011,1VcottonD,100g,R2,2.9,263636.363636364,21.7881292261458
SH,W011,1VcottonD,100g,R3,1.947,177000,14.6280991735537
SH,W011,1VcottonD,100g,R4,3.598,327090.909090909,27.0323065364388
SH,W011,1VcottonD,100g,R5,4.754,432181.818181818,35.717505634861
SH,W011,1VcottonD,2000g,R1,17.831,1621000,133.96694214876
SH,W011,1VcottonD,2000g,R2,16.377,1488818.18181818,123.042824943651
SH,W011,1VcottonD,2000g,R3,22.805,2073181.81818182,171.337340345605
SH,W011,1VcottonD,2000g,R4,19.833,1803000,149.00826446281
SH,W011,1VcottonD,2000g,R5,27.645,2513181.81818182,207.700976709241
SH,W011,1VcottonD,200g,R1,5.69,517272.727272727,42.7498121712998
SH,W011,1VcottonD,200g,R2,3.825,347727.272727273,28.7377911344854
SH,W011,1VcottonD,200g,R3,3.617,328818.181818182,27.1750563486101
SH,W011,1VcottonD,200g,R4,2.717,247000,20.4132231404959
SH,W011,1VcottonD,200g,R5,7.878,716181.818181818,59.1885800150263
SH,W011,1VcottonD,400g,R1,8.571,779181.818181818,64.3951915852742
SH,W011,1VcottonD,400g,R2,8.835,803181.818181818,66.3786626596544
SH,W011,1VcottonD,400g,R3,8.251,750090.909090909,61.9909842223892
SH,W011,1VcottonD,400g,R4,7.652,695636.363636364,57.4906085649887
SH,W011,1VcottonD,400g,R5,9.39,853636.363636364,70.5484598046582
SH,W011,1VcottonD,800g,R1,6.297,572454.545454545,47.3102930127723
SH,W011,1VcottonD,800g,R2,7.726,702363.636363636,58.0465815176559
SH,W011,1VcottonD,800g,R3,8.673,788454.545454546,65.1615326821939
SH,W011,1VcottonD,800g,R4,12.062,1096545.45454545,90.6235912847483
SH,W011,1VcottonD,800g,R5,8.813,801181.818181818,66.213373403456
SH,W013,1VcottonD,1000g,R1,20.01,1819090.90909091,150.338091660406
SH,W013,1VcottonD,1000g,R2,23.014,2092181.81818182,172.907588279489
SH,W013,1VcottonD,1000g,R3,15.794,1435818.18181818,118.662659654395
SH,W013,1VcottonD,1000g,R4,23.095,2099545.45454545,173.516153268219
SH,W013,1VcottonD,1000g,R5,19.743,1794818.18181818,148.332081141998
SH,W013,1VcottonD,100g,R1,6.992,635636.363636364,52.5319308790383
SH,W013,1VcottonD,100g,R2,5.444,494909.090909091,40.9015777610819
SH,W013,1VcottonD,100g,R3,7.152,650181.818181818,53.7340345604808
SH,W013,1VcottonD,100g,R4,7.994,726727.272727273,60.0601051840721
SH,W013,1VcottonD,100g,R5,6.014,546727.272727273,45.1840721262209
SH,W013,1VcottonD,2000g,R1,23.924,2174909.09090909,179.744552967693
SH,W013,1VcottonD,2000g,R2,21.83,1984545.45454545,164.012021036814
SH,W013,1VcottonD,2000g,R3,25.32,2301818.18181818,190.23290758828
SH,W013,1VcottonD,2000g,R4,28.224,2565818.18181818,212.051089406461
SH,W013,1VcottonD,2000g,R5,30.117,2737909.09090909,226.273478587528
SH,W013,1VcottonD,200g,R1,13.249,1204454.54545455,99.54169797145
SH,W013,1VcottonD,200g,R2,10.766,978727.272727273,80.8865514650639
SH,W013,1VcottonD,200g,R3,9.462,860181.818181818,71.0894064613073
SH,W013,1VcottonD,200g,R4,10.902,991090.909090909,81.90833959429
SH,W013,1VcottonD,200g,R5,10.543,958454.545454545,79.2111194590533
SH,W013,1VcottonD,400g,R1,20.955,1905000,157.438016528926
SH,W013,1VcottonD,400g,R2,16.584,1507636.36363636,124.598046581518
SH,W013,1VcottonD,400g,R3,11.292,1026545.45454545,84.8384673178062
SH,W013,1VcottonD,400g,R4,10.519,956272.727272727,79.030803906837
SH,W013,1VcottonD,400g,R5,12.716,1156000,95.5371900826446
SH,W013,1VcottonD,800g,R1,18.626,1693272.72727273,139.939894815928
SH,W013,1VcottonD,800g,R2,24.276,2206909.09090909,182.389181066867
SH,W013,1VcottonD,800g,R3,22.744,2067636.36363636,170.879038317055
SH,W013,1VcottonD,800g,R4,14.645,1331363.63636364,110.030052592036
SH,W013,1VcottonD,800g,R5,15.345,1395000,115.289256198347
SH,W015,1VcottonD,1000g,R1,10.232,930181.818181818,76.8745304282494
SH,W015,1VcottonD,1000g,R2,8.57,779090.909090909,64.3876784372652
SH,W015,1VcottonD,1000g,R3,10.532,957454.545454546,79.1284748309542
SH,W015,1VcottonD,1000g,R4,9.911,901000,74.4628099173554
SH,W015,1VcottonD,1000g,R5,7.404,673090.909090909,55.6273478587528
SH,W015,1VcottonD,100g,R1,1.806,164181.818181818,13.5687453042825
SH,W015,1VcottonD,100g,R2,2.029,184454.545454545,15.244177310293
SH,W015,1VcottonD,100g,R3,0.916,83272.7272727273,6.88204357625845
SH,W015,1VcottonD,100g,R4,0.79,71818.1818181818,5.93538692712246
SH,W015,1VcottonD,100g,R5,0.67,60909.0909090909,5.03380916604057
SH,W015,1VcottonD,2000g,R1,11.82,1074545.45454545,88.8054094665665
SH,W015,1VcottonD,2000g,R2,7.673,697545.454545455,57.6483846731781
SH,W015,1VcottonD,2000g,R3,9.832,893818.181818182,73.8692712246431
SH,W015,1VcottonD,2000g,R4,10.281,934636.363636364,77.2426746806912
SH,W015,1VcottonD,2000g,R5,9.044,822181.818181818,67.9489105935387
SH,W015,1VcottonD,200g,R1,1.108,100727.272727273,8.32456799398948
SH,W015,1VcottonD,200g,R2,2.283,207545.454545455,17.152516904583
SH,W015,1VcottonD,200g,R3,2.25,204545.454545455,16.9045830202855
SH,W015,1VcottonD,200g,R4,2.106,191454.545454545,15.8226897069872
SH,W015,1VcottonD,200g,R5,1.416,128727.272727273,10.6386175807663
SH,W015,1VcottonD,400g,R1,2.184,198545.454545455,16.4087152516905
SH,W015,1VcottonD,400g,R2,1.903,173000,14.297520661157
SH,W015,1VcottonD,400g,R3,6.227,566090.909090909,46.7843726521413
SH,W015,1VcottonD,400g,R4,5.213,473909.090909091,39.1660405709993
SH,W015,1VcottonD,400g,R5,4.851,441000,36.4462809917355
SH,W015,1VcottonD,800g,R1,8.205,745909.090909091,61.6453794139745
SH,W015,1VcottonD,800g,R2,11.068,1006181.81818182,83.1555221637866
SH,W015,1VcottonD,800g,R3,9.748,886181.818181818,73.2381667918858
SH,W015,1VcottonD,800g,R4,7.469,679000,56.1157024793388
SH,W015,1VcottonD,800g,R5,9.695,881363.636363636,72.839969947408
