Project,Wash,Garment,Weight,Repeat,Area,Area.px,Area.mm2
SH,W003,1Vcotton,100g,R1,2.607,237000,19.5867768595041
SH,W003,1Vcotton,100g,R2,2.621,238272.727272727,19.6919609316304
SH,W003,1Vcotton,100g,R3,1.462,132909.090909091,10.9842223891811
SH,W003,1Vcotton,100g,R4,2.913,264818.181818182,21.885800150263
SH,W003,1Vcotton,100g,R5,4.968,451636.363636364,37.3253193087904
SH,W003,1Vcotton,2000g,R1,29.94,2721818.18181818,224.943651389932
SH,W003,1Vcotton,2000g,R2,19.505,1773181.81818182,146.543951915853
SH,W003,1Vcotton,2000g,R3,16.485,1498636.36363636,123.854244928625
SH,W003,1Vcotton,2000g,R4,20.857,1896090.90909091,156.701728024042
SH,W003,1Vcotton,2000g,R5,18.2,1654545.45454545,136.739293764087
SH,W003,1Vcotton,200g,R1,4.727,429727.272727273,35.5146506386176
SH,W003,1Vcotton,200g,R2,7.468,678909.090909091,56.1081893313298
SH,W003,1Vcotton,200g,R3,6.457,587000,48.5123966942149
SH,W003,1Vcotton,200g,R4,4.982,452909.090909091,37.4305033809166
SH,W003,1Vcotton,200g,R5,3.097,281545.454545455,23.2682193839219
SH,W003,1Vcotton,400g,R1,6.801,618272.727272727,51.0969196093163
SH,W003,1Vcotton,400g,R2,6.744,613090.909090909,50.6686701728024
SH,W003,1Vcotton,400g,R3,4.741,431000,35.6198347107438
SH,W003,1Vcotton,400g,R4,5.157,468818.181818182,38.7453042824944
SH,W003,1Vcotton,400g,R5,7.189,653545.454545455,54.0120210368144
SH,W003,1Vcotton,800g,R1,11.719,1065363.63636364,88.0465815176559
SH,W003,1Vcotton,800g,R2,12.029,1093545.45454545,90.3756574004508
SH,W003,1Vcotton,800g,R3,10.855,986818.181818182,81.5552216378663
SH,W003,1Vcotton,800g,R4,5.343,485727.272727273,40.1427498121713
SH,W003,1Vcotton,800g,R5,7.877,716090.909090909,59.1810668670173
SH,W005,1Vcotton,1000g,R1,17.587,1598818.18181818,132.13373403456
SH,W005,1Vcotton,1000g,R2,14.674,1334000,110.247933884298
SH,W005,1Vcotton,1000g,R3,18.138,1648909.09090909,136.273478587528
SH,W005,1Vcotton,1000g,R4,12.608,1146181.81818182,94.7257700976709
SH,W005,1Vcotton,1000g,R5,13.499,1227181.81818182,101.419984973704
SH,W005,1Vcotton,100g,R1,7.916,719636.363636364,59.4740796393689
SH,W005,1Vcotton,100g,R2,4.488,408000,33.7190082644628
SH,W005,1Vcotton,100g,R3,4.682,425636.363636364,35.1765589782119
SH,W005,1Vcotton,100g,R4,2.716,246909.090909091,20.4057099924869
SH,W005,1Vcotton,100g,R5,3.221,292818.181818182,24.1998497370398
SH,W005,1Vcotton,2000g,R1,16.378,1488909.09090909,123.05033809166
SH,W005,1Vcotton,2000g,R2,15.009,1364454.54545455,112.764838467318
SH,W005,1Vcotton,2000g,R3,22.824,2074909.09090909,171.480090157776
SH,W005,1Vcotton,2000g,R4,27.466,2496909.09090909,206.356123215627
SH,W005,1Vcotton,2000g,R5,20.268,1842545.45454545,152.276483846732
SH,W005,1Vcotton,200g,R1,4.12,374545.454545455,30.954169797145
SH,W005,1Vcotton,200g,R2,4.767,433363.636363636,35.8151765589782
SH,W005,1Vcotton,200g,R3,2.828,257090.909090909,21.2471825694966
SH,W005,1Vcotton,200g,R4,3.704,336727.272727273,27.8287002253944
SH,W005,1Vcotton,200g,R5,4.717,428818.181818182,35.4395191585274
SH,W005,1Vcotton,400g,R1,4.915,446818.181818182,36.9271224643125
SH,W005,1Vcotton,400g,R2,14.809,1346272.72727273,111.262208865515
SH,W005,1Vcotton,400g,R3,12.765,1160454.54545455,95.9053343350864
SH,W005,1Vcotton,400g,R4,4.667,424272.727272727,35.0638617580766
SH,W005,1Vcotton,400g,R5,3.647,331545.454545455,27.4004507888805
SH,W005,1Vcotton,800g,R1,7.342,667454.545454545,55.1615326821938
SH,W005,1Vcotton,800g,R2,14.988,1362545.45454545,112.607062359128
SH,W005,1Vcotton,800g,R3,13.104,1191272.72727273,98.4522915101428
SH,W005,1Vcotton,800g,R4,13.683,1243909.09090909,102.802404207363
SH,W005,1Vcotton,800g,R5,15.133,1375727.27272727,113.696468820436
SH,W007,1Vcotton,1000g,R1,7.384,671272.727272727,55.4770848985725
SH,W007,1Vcotton,1000g,R2,7.752,704727.272727273,58.2419233658903
SH,W007,1Vcotton,1000g,R3,7.761,705545.454545455,58.3095416979715
SH,W007,1Vcotton,1000g,R4,6.272,570181.818181818,47.122464312547
SH,W007,1Vcotton,1000g,R5,5.756,523272.727272727,43.2456799398948
SH,W007,1Vcotton,100g,R1,0.889,80818.1818181818,6.67918858001503
SH,W007,1Vcotton,100g,R2,0.993,90272.7272727273,7.46055597295267
SH,W007,1Vcotton,100g,R3,1.333,121181.818181818,10.015026296018
SH,W007,1Vcotton,100g,R4,0.983,89363.6363636364,7.38542449286251
SH,W007,1Vcotton,100g,R5,1.104,100363.636363636,8.29451540195342
SH,W007,1Vcotton,2000g,R1,10.421,947363.636363636,78.2945154019534
SH,W007,1Vcotton,2000g,R2,9.269,842636.363636364,69.6393688955672
SH,W007,1Vcotton,2000g,R3,11.119,1010818.18181818,83.5386927122464
SH,W007,1Vcotton,2000g,R4,15.953,1450272.72727273,119.857250187829
SH,W007,1Vcotton,2000g,R5,11.373,1033909.09090909,85.4470323065364
SH,W007,1Vcotton,200g,R1,1.364,124000,10.2479338842975
SH,W007,1Vcotton,200g,R2,1.212,110181.818181818,9.10593538692712
SH,W007,1Vcotton,200g,R3,1.285,116818.181818182,9.65439519158527
SH,W007,1Vcotton,200g,R4,1.255,114090.909090909,9.4290007513148
SH,W007,1Vcotton,200g,R5,1.02,92727.2727272727,7.66341096919609
SH,W007,1Vcotton,400g,R1,3.166,287818.181818182,23.786626596544
SH,W007,1Vcotton,400g,R2,0.993,90272.7272727273,7.46055597295267
SH,W007,1Vcotton,400g,R3,2.125,193181.818181818,15.9654395191585
SH,W007,1Vcotton,400g,R4,2.893,263000,21.7355371900826
SH,W007,1Vcotton,400g,R5,1.666,151454.545454545,12.5169045830203
SH,W007,1Vcotton,800g,R1,5.118,465272.727272727,38.4522915101428
SH,W007,1Vcotton,800g,R2,3.722,338363.636363636,27.9639368895567
SH,W007,1Vcotton,800g,R3,2.586,235090.909090909,19.4290007513148
SH,W007,1Vcotton,800g,R4,4.067,369727.272727273,30.5559729526672
SH,W007,1Vcotton,800g,R5,6.733,612090.909090909,50.5860255447032
SH,W009,1Vcotton,1000g,R1,10.094,917636.363636364,75.8377160030053
SH,W009,1Vcotton,1000g,R2,9.641,876454.545454546,72.4342599549211
SH,W009,1Vcotton,1000g,R3,17.154,1559454.54545455,128.880540946657
SH,W009,1Vcotton,1000g,R4,11.884,1080363.63636364,89.2862509391435
SH,W009,1Vcotton,1000g,R5,8.608,782545.454545455,64.6731780616078
SH,W009,1Vcotton,100g,R1,7.004,636727.272727273,52.6220886551465
SH,W009,1Vcotton,100g,R2,10.981,998272.727272727,82.5018782870023
SH,W009,1Vcotton,100g,R3,1.9,172727.272727273,14.27498121713
SH,W009,1Vcotton,100g,R4,1.33,120909.090909091,9.99248685199098
SH,W009,1Vcotton,100g,R5,2.811,255545.454545455,21.1194590533434
SH,W009,1Vcotton,2000g,R1,14.238,1294363.63636364,106.972201352367
SH,W009,1Vcotton,2000g,R2,18.337,1667000,137.768595041322
SH,W009,1Vcotton,2000g,R3,19.809,1800818.18181818,148.827948910594
SH,W009,1Vcotton,2000g,R4,15.573,1415727.27272727,117.002253944403
SH,W009,1Vcotton,2000g,R5,23.185,2107727.27272727,174.192336589031
SH,W009,1Vcotton,200g,R1,4.507,409727.272727273,33.8617580766341
SH,W009,1Vcotton,200g,R2,8.037,730636.363636364,60.3831705484598
SH,W009,1Vcotton,200g,R3,6.756,614181.818181818,50.7588279489106
SH,W009,1Vcotton,200g,R4,8.48,770909.090909091,63.7114951164538
SH,W009,1Vcotton,200g,R5,3.423,311181.818181818,25.717505634861
SH,W009,1Vcotton,400g,R1,6.678,607090.909090909,50.1728024042074
SH,W009,1Vcotton,400g,R2,10.828,984363.636363636,81.3523666416228
SH,W009,1Vcotton,400g,R3,10.867,987909.090909091,81.6453794139745
SH,W009,1Vcotton,400g,R4,7.523,683909.090909091,56.5214124718257
SH,W009,1Vcotton,400g,R5,8.32,756363.636363636,62.5093914350113
SH,W009,1Vcotton,800g,R1,14.108,1282545.45454545,105.995492111195
SH,W009,1Vcotton,800g,R2,15.27,1388181.81818182,114.725770097671
SH,W009,1Vcotton,800g,R3,15.971,1451909.09090909,119.992486851991
SH,W009,1Vcotton,800g,R4,7.868,715272.727272727,59.1134485349361
SH,W009,1Vcotton,800g,R5,6.869,624454.545454545,51.6078136739294
SH,W011,1Vcotton,1000g,R1,9.041,821909.090909091,67.9263711495117
SH,W011,1Vcotton,1000g,R2,8.651,786454.545454545,64.9962434259955
SH,W011,1Vcotton,1000g,R3,11.974,1088545.45454545,89.9624342599549
SH,W011,1Vcotton,1000g,R4,15.079,1370818.18181818,113.290758827949
SH,W011,1Vcotton,1000g,R5,5.604,509454.545454545,42.1036814425244
SH,W011,1Vcotton,100g,R1,1.455,132272.727272727,10.931630353118
SH,W011,1Vcotton,100g,R2,1.448,131636.363636364,10.8790383170548
SH,W011,1Vcotton,100g,R3,1.071,97363.6363636364,8.0465815176559
SH,W011,1Vcotton,100g,R4,1.892,172000,14.2148760330579
SH,W011,1Vcotton,100g,R5,1.561,141909.090909091,11.7280240420736
SH,W011,1Vcotton,2000g,R1,15.927,1447909.09090909,119.661908339594
SH,W011,1Vcotton,2000g,R2,19.013,1728454.54545455,142.847483095417
SH,W011,1Vcotton,2000g,R3,19.127,1738818.18181818,143.703981968445
SH,W011,1Vcotton,2000g,R4,33.068,3006181.81818182,248.444778362134
SH,W011,1Vcotton,2000g,R5,22.735,2066818.18181818,170.811419984974
SH,W011,1Vcotton,200g,R1,3.171,288272.727272727,23.824192336589
SH,W011,1Vcotton,200g,R2,0.906,82363.6363636364,6.8069120961683
SH,W011,1Vcotton,200g,R3,1.888,171636.363636364,14.1848234410218
SH,W011,1Vcotton,200g,R4,1.47,133636.363636364,11.0443275732532
SH,W011,1Vcotton,200g,R5,2.326,211454.545454545,17.4755822689707
SH,W011,1Vcotton,400g,R1,3.233,293909.090909091,24.290007513148
SH,W011,1Vcotton,400g,R2,3.171,288272.727272727,23.824192336589
SH,W011,1Vcotton,400g,R3,1.857,168818.181818182,13.9519158527423
SH,W011,1Vcotton,400g,R4,2.472,224727.272727273,18.572501878287
SH,W011,1Vcotton,400g,R5,2.917,265181.818181818,21.915852742299
SH,W011,1Vcotton,800g,R1,4.126,375090.909090909,30.9992486851991
SH,W011,1Vcotton,800g,R2,8.143,740272.727272727,61.1795642374155
SH,W011,1Vcotton,800g,R3,9.652,877454.545454545,72.5169045830203
SH,W011,1Vcotton,800g,R4,3.454,314000,25.9504132231405
SH,W011,1Vcotton,800g,R5,6.232,566545.454545455,46.8219383921863
SH,W013,1Vcotton,1000g,R1,3.439,312636.363636364,25.8377160030053
SH,W013,1Vcotton,1000g,R2,4.178,379818.181818182,31.3899323816679
SH,W013,1Vcotton,1000g,R3,2.53,230000,19.0082644628099
SH,W013,1Vcotton,1000g,R4,2.684,244000,20.1652892561983
SH,W013,1Vcotton,1000g,R5,3.144,285818.181818182,23.6213373403456
SH,W013,1Vcotton,100g,R1,0.192,17454.5454545455,1.44252441773103
SH,W013,1Vcotton,100g,R2,0.199,18090.9090909091,1.49511645379414
SH,W013,1Vcotton,100g,R3,0.355,32272.7272727273,2.6671675432006
SH,W013,1Vcotton,100g,R4,0.303,27545.4545454545,2.27648384673178
SH,W013,1Vcotton,100g,R5,0.39,35454.5454545455,2.93012772351615
SH,W013,1Vcotton,2000g,R1,7.383,671181.818181818,55.4695717505635
SH,W013,1Vcotton,2000g,R2,5.848,531636.363636364,43.9368895567243
SH,W013,1Vcotton,2000g,R3,7.466,678727.272727273,56.0931630353118
SH,W013,1Vcotton,2000g,R4,8.583,780272.727272727,64.4853493613824
SH,W013,1Vcotton,2000g,R5,11.048,1004363.63636364,83.0052592036063
SH,W013,1Vcotton,200g,R1,1.102,100181.818181818,8.27948910593539
SH,W013,1Vcotton,200g,R2,0.557,50636.3636363636,4.18482344102179
SH,W013,1Vcotton,200g,R3,0.508,46181.8181818182,3.81667918858002
SH,W013,1Vcotton,200g,R4,0.528,48000,3.96694214876033
SH,W013,1Vcotton,200g,R5,0.646,58727.2727272727,4.85349361382419
SH,W013,1Vcotton,400g,R1,1.051,95545.4545454545,7.89631855747558
SH,W013,1Vcotton,400g,R2,1.9,172727.272727273,14.27498121713
SH,W013,1Vcotton,400g,R3,1.666,151454.545454545,12.5169045830203
SH,W013,1Vcotton,400g,R4,1.737,157909.090909091,13.0503380916604
SH,W013,1Vcotton,400g,R5,2.226,202363.636363636,16.7242674680691
SH,W013,1Vcotton,800g,R1,3.869,351727.272727273,29.068369646882
SH,W013,1Vcotton,800g,R2,2.589,235363.636363636,19.4515401953418
SH,W013,1Vcotton,800g,R3,2.179,198090.909090909,16.3711495116454
SH,W013,1Vcotton,800g,R4,2.135,194090.909090909,16.0405709992487
SH,W013,1Vcotton,800g,R5,2.481,225545.454545455,18.6401202103681
SH,W015,1Vcotton,1000g,R1,31.283,2843909.09090909,235.033809166041
SH,W015,1Vcotton,1000g,R2,15.362,1396545.45454545,115.4169797145
SH,W015,1Vcotton,1000g,R3,7.627,693363.636363636,57.3027798647633
SH,W015,1Vcotton,1000g,R4,5.072,461090.909090909,38.106686701728
SH,W015,1Vcotton,1000g,R5,7.201,654636.363636364,54.1021788129226
SH,W015,1Vcotton,100g,R1,1.873,170272.727272727,14.0721262208866
SH,W015,1Vcotton,100g,R2,1.528,138909.090909091,11.4800901577761
SH,W015,1Vcotton,100g,R3,2.592,235636.363636364,19.4740796393689
SH,W015,1Vcotton,100g,R4,2.498,227090.909090909,18.7678437265214
SH,W015,1Vcotton,100g,R5,3.291,299181.818181818,24.7257700976709
SH,W015,1Vcotton,2000g,R1,14.383,1307545.45454545,108.061607813674
SH,W015,1Vcotton,2000g,R2,11.852,1077454.54545455,89.045830202855
SH,W015,1Vcotton,2000g,R3,12.395,1126818.18181818,93.1254695717506
SH,W015,1Vcotton,2000g,R4,10.308,937090.909090909,77.4455296769346
SH,W015,1Vcotton,2000g,R5,7.783,707545.454545455,58.4748309541698
SH,W015,1Vcotton,200g,R1,5.192,472000,39.0082644628099
SH,W015,1Vcotton,200g,R2,1.191,108272.727272727,8.94815927873779
SH,W015,1Vcotton,200g,R3,1.245,113181.818181818,9.35386927122464
SH,W015,1Vcotton,200g,R4,1.451,131909.090909091,10.9015777610819
SH,W015,1Vcotton,200g,R5,3.008,273454.545454545,22.5995492111195
SH,W015,1Vcotton,400g,R1,3.768,342545.454545455,28.3095416979714
SH,W015,1Vcotton,400g,R2,2.755,250454.545454545,20.6987227648385
SH,W015,1Vcotton,400g,R3,8.173,743000,61.4049586776859
SH,W015,1Vcotton,400g,R4,13.231,1202818.18181818,99.4064613072878
SH,W015,1Vcotton,400g,R5,12.544,1140363.63636364,94.2449286250939
SH,W015,1Vcotton,800g,R1,14.203,1291181.81818182,106.709241172051
SH,W015,1Vcotton,800g,R2,6.731,611909.090909091,50.5709992486852
SH,W015,1Vcotton,800g,R3,6.152,559272.727272727,46.2208865514651
SH,W015,1Vcotton,800g,R4,24.666,2242363.63636364,185.319308790383
SH,W015,1Vcotton,800g,R5,22.948,2086181.81818182,172.411720510894
