Project,Wash,Garment,Weight,Repeat,Area,Area.px,Area.mm2
SH,W005,1VcottonDC,2000g,R5,23.74,2158181.81818182,178.362133734035
SH,W005,1VcottonDC,200g,R1,5.162,469272.727272727,38.7828700225394
SH,W005,1VcottonDC,200g,R2,4.049,368090.909090909,30.4207362885049
SH,W005,1VcottonDC,200g,R3,3.767,342454.545454545,28.3020285499624
SH,W005,1VcottonDC,200g,R4,3.564,324000,26.7768595041322
SH,W005,1VcottonDC,200g,R5,4.171,379181.818181818,31.3373403456048
SH,W005,1VcottonDC,400g,R1,9.723,883909.090909091,73.0503380916604
SH,W005,1VcottonDC,400g,R2,9.905,900454.545454545,74.4177310293013
SH,W005,1VcottonDC,400g,R3,6.87,624545.454545455,51.6153268219384
SH,W005,1VcottonDC,400g,R4,5.658,514363.636363636,42.5093914350113
SH,W005,1VcottonDC,400g,R5,5.391,490090.909090909,40.5033809166041
SH,W005,1VcottonDC,800g,R1,7.376,670545.454545455,55.4169797145004
SH,W005,1VcottonDC,800g,R2,9.666,878727.272727273,72.6220886551465
SH,W005,1VcottonDC,800g,R3,12.914,1174000,97.0247933884298
SH,W005,1VcottonDC,800g,R4,10.538,958000,79.1735537190083
SH,W005,1VcottonDC,800g,R5,15.079,1370818.18181818,113.290758827949
SH,W007,1VcottonDC,1000g,R1,18.103,1645727.27272727,136.010518407213
SH,W007,1VcottonDC,1000g,R2,21.883,1989363.63636364,164.410217881292
SH,W007,1VcottonDC,1000g,R3,18.034,1639454.54545455,135.492111194591
SH,W007,1VcottonDC,1000g,R4,18.702,1700181.81818182,140.510894064613
SH,W007,1VcottonDC,1000g,R5,15.512,1410181.81818182,116.543951915853
SH,W007,1VcottonDC,100g,R1,5.044,458545.454545455,37.8963185574756
SH,W007,1VcottonDC,100g,R2,5.272,479272.727272727,39.6093163035312
SH,W007,1VcottonDC,100g,R3,7.226,656909.090909091,54.290007513148
SH,W007,1VcottonDC,100g,R4,5.84,530909.090909091,43.8767843726521
SH,W007,1VcottonDC,100g,R5,9.172,833818.181818182,68.9105935386927
SH,W007,1VcottonDC,2000g,R1,22.536,2048727.27272727,169.31630353118
SH,W007,1VcottonDC,2000g,R2,26.153,2377545.45454545,196.49135987979
SH,W007,1VcottonDC,2000g,R3,34.327,3120636.36363636,257.903831705485
SH,W007,1VcottonDC,2000g,R4,26.033,2366636.36363636,195.589782118708
SH,W007,1VcottonDC,2000g,R5,32.158,2923454.54545455,241.607813673929
SH,W007,1VcottonDC,200g,R1,10.177,925181.818181818,76.4613072877536
SH,W007,1VcottonDC,200g,R2,10.685,971363.636363636,80.2779864763336
SH,W007,1VcottonDC,200g,R3,10.839,985363.636363636,81.435011269722
SH,W007,1VcottonDC,200g,R4,10.734,975818.181818182,80.6461307287754
SH,W007,1VcottonDC,200g,R5,13.769,1251727.27272727,103.448534936138
SH,W007,1VcottonDC,400g,R1,15.643,1422090.90909091,117.528174305034
SH,W007,1VcottonDC,400g,R2,12.108,1100727.27272727,90.969196093163
SH,W007,1VcottonDC,400g,R3,16.789,1526272.72727273,126.138241923366
SH,W007,1VcottonDC,400g,R4,17.627,1602454.54545455,132.434259954921
SH,W007,1VcottonDC,400g,R5,16.807,1527909.09090909,126.273478587528
SH,W007,1VcottonDC,800g,R1,11.917,1083363.63636364,89.534184823441
SH,W007,1VcottonDC,800g,R2,14.498,1318000,108.925619834711
SH,W007,1VcottonDC,800g,R3,20.019,1819909.09090909,150.405709992487
SH,W007,1VcottonDC,800g,R4,20.216,1837818.18181818,151.885800150263
SH,W007,1VcottonDC,800g,R5,22.257,2023363.63636364,167.220135236664
SH,W009,1VcottonDC,1000g,R1,7.82,710909.090909091,58.7528174305034
SH,W009,1VcottonDC,1000g,R2,8.628,784363.636363636,64.8234410217881
SH,W009,1VcottonDC,1000g,R3,12.193,1108454.54545455,91.6078136739294
SH,W009,1VcottonDC,1000g,R4,12.275,1115909.09090909,92.2238918106687
SH,W009,1VcottonDC,1000g,R5,9.789,889909.090909091,73.5462058602555
SH,W009,1VcottonDC,100g,R1,2.042,185636.363636364,15.3418482344102
SH,W009,1VcottonDC,100g,R2,2.71,246363.636363636,20.3606311044328
SH,W009,1VcottonDC,100g,R3,2.162,196545.454545455,16.2434259954921
SH,W009,1VcottonDC,100g,R4,2.864,260363.636363636,21.5176558978212
SH,W009,1VcottonDC,100g,R5,1.886,171454.545454545,14.1697971450038
SH,W009,1VcottonDC,2000g,R1,15.241,1385545.45454545,114.507888805409
SH,W009,1VcottonDC,2000g,R2,26.685,2425909.09090909,200.488354620586
SH,W009,1VcottonDC,2000g,R3,35.701,3245545.45454545,268.226897069872
SH,W009,1VcottonDC,2000g,R4,27.421,2492818.18181818,206.018031555222
SH,W009,1VcottonDC,2000g,R5,20.094,1826727.27272727,150.969196093163
SH,W009,1VcottonDC,200g,R1,5.053,459363.636363636,37.9639368895567
SH,W009,1VcottonDC,200g,R2,1.79,162727.272727273,13.4485349361382
SH,W009,1VcottonDC,200g,R3,1.649,149909.090909091,12.389181066867
SH,W009,1VcottonDC,200g,R4,2.366,215090.909090909,17.7761081893313
SH,W009,1VcottonDC,200g,R5,4.218,383454.545454545,31.6904583020286
SH,W009,1VcottonDC,400g,R1,7.253,659363.636363636,54.4928625093914
SH,W009,1VcottonDC,400g,R2,9.396,854181.818181818,70.5935386927123
SH,W009,1VcottonDC,400g,R3,4.478,407090.909090909,33.6438767843727
SH,W009,1VcottonDC,400g,R4,4.513,410272.727272727,33.9068369646882
SH,W009,1VcottonDC,400g,R5,5.989,544454.545454545,44.9962434259955
SH,W009,1VcottonDC,800g,R1,9.921,901909.090909091,74.5379413974455
SH,W009,1VcottonDC,800g,R2,13.869,1260818.18181818,104.19984973704
SH,W009,1VcottonDC,800g,R3,12.699,1154454.54545455,95.4094665664914
SH,W009,1VcottonDC,800g,R4,7.234,657636.363636364,54.3501126972201
SH,W009,1VcottonDC,800g,R5,9.013,819363.636363636,67.7160030052592
SH,W011,1VcottonDC,1000g,R1,9.015,819545.454545455,67.7310293012772
SH,W011,1VcottonDC,1000g,R2,10.212,928363.636363636,76.7242674680691
SH,W011,1VcottonDC,1000g,R3,9.521,865545.454545455,71.5326821938392
SH,W011,1VcottonDC,1000g,R4,11.154,1014000,83.801652892562
SH,W011,1VcottonDC,1000g,R5,5.699,518090.909090909,42.8174305033809
SH,W011,1VcottonDC,100g,R1,2.3,209090.909090909,17.2802404207363
SH,W011,1VcottonDC,100g,R2,2.79,253636.363636364,20.961682945154
SH,W011,1VcottonDC,100g,R3,3.441,312818.181818182,25.8527422990233
SH,W011,1VcottonDC,100g,R4,3.086,280545.454545455,23.1855747558227
SH,W011,1VcottonDC,100g,R5,3.393,308454.545454545,25.4921111945905
SH,W011,1VcottonDC,2000g,R1,14.625,1329545.45454545,109.879789631856
SH,W011,1VcottonDC,2000g,R2,18.362,1669272.72727273,137.956423741548
SH,W011,1VcottonDC,2000g,R3,18.631,1693727.27272727,139.977460555973
SH,W011,1VcottonDC,2000g,R4,21.547,1958818.18181818,161.885800150263
SH,W011,1VcottonDC,2000g,R5,18.754,1704909.09090909,140.901577761082
SH,W011,1VcottonDC,200g,R1,6.581,598272.727272727,49.4440270473328
SH,W011,1VcottonDC,200g,R2,5.83,530000,43.801652892562
SH,W011,1VcottonDC,200g,R3,6.356,577818.181818182,47.7535687453043
SH,W011,1VcottonDC,200g,R4,5.933,539363.636363636,44.5755071374906
SH,W011,1VcottonDC,200g,R5,7.902,718363.636363636,59.3688955672427
SH,W011,1VcottonDC,400g,R1,7.261,660090.909090909,54.5529676934636
SH,W011,1VcottonDC,400g,R2,9.976,906909.090909091,74.9511645379414
SH,W011,1VcottonDC,400g,R3,4.835,439545.454545455,36.3260706235913
SH,W011,1VcottonDC,400g,R4,5.832,530181.818181818,43.81667918858
SH,W011,1VcottonDC,400g,R5,7.177,652454.545454545,53.9218632607062
SH,W011,1VcottonDC,800g,R1,7.402,672909.090909091,55.6123215627348
SH,W011,1VcottonDC,800g,R2,9.085,825909.090909091,68.2569496619084
SH,W011,1VcottonDC,800g,R3,9.265,842272.727272727,69.6093163035312
SH,W011,1VcottonDC,800g,R4,7.641,694636.363636364,57.4079639368896
SH,W011,1VcottonDC,800g,R5,7.669,697181.818181818,57.618332081142
SH,W013,1VcottonDC,1000g,R1,9.29,844545.454545454,69.7971450037566
SH,W013,1VcottonDC,1000g,R2,8.827,802454.545454546,66.3185574755823
SH,W013,1VcottonDC,1000g,R3,5.433,493909.090909091,40.8189331329827
SH,W013,1VcottonDC,1000g,R4,6.685,607727.272727273,50.2253944402705
SH,W013,1VcottonDC,1000g,R5,7.861,714636.363636364,59.060856498873
SH,W013,1VcottonDC,100g,R1,0.917,83363.6363636364,6.88955672426747
SH,W013,1VcottonDC,100g,R2,1.616,146909.090909091,12.1412471825695
SH,W013,1VcottonDC,100g,R3,1.28,116363.636363636,9.6168294515402
SH,W013,1VcottonDC,100g,R4,1.733,157545.454545455,13.0202854996243
SH,W013,1VcottonDC,100g,R5,1.86,169090.909090909,13.9744552967693
SH,W013,1VcottonDC,2000g,R1,12.996,1181454.54545455,97.640871525169
SH,W013,1VcottonDC,2000g,R2,15.814,1437636.36363636,118.812922614576
SH,W013,1VcottonDC,2000g,R3,10.558,959818.181818182,79.3238166791886
SH,W013,1VcottonDC,2000g,R4,12.09,1099090.90909091,90.8339594290008
SH,W013,1VcottonDC,2000g,R5,12.873,1170272.72727273,96.7167543200601
SH,W013,1VcottonDC,200g,R1,3.037,276090.909090909,22.8174305033809
SH,W013,1VcottonDC,200g,R2,0.716,65090.9090909091,5.3794139744553
SH,W013,1VcottonDC,200g,R3,1.287,117000,9.66942148760331
SH,W013,1VcottonDC,200g,R4,1.813,164818.181818182,13.6213373403456
SH,W013,1VcottonDC,200g,R5,3.404,309454.545454545,25.5747558226897
SH,W013,1VcottonDC,400g,R1,5.164,469454.545454545,38.7978963185575
SH,W013,1VcottonDC,400g,R2,3.567,324272.727272727,26.7993989481593
SH,W013,1VcottonDC,400g,R3,4.523,411181.818181818,33.9819684447784
SH,W013,1VcottonDC,400g,R4,2.826,256909.090909091,21.2321562734786
SH,W013,1VcottonDC,400g,R5,4.856,441454.545454545,36.4838467317806
SH,W013,1VcottonDC,800g,R1,10.403,945727.272727273,78.1592787377911
SH,W013,1VcottonDC,800g,R2,7.349,668090.909090909,55.214124718257
SH,W013,1VcottonDC,800g,R3,3.503,318454.545454545,26.3185574755823
SH,W013,1VcottonDC,800g,R4,6.734,612181.818181818,50.5935386927123
SH,W013,1VcottonDC,800g,R5,7.175,652272.727272727,53.9068369646882
SH,W015,1VcottonDC,1000g,R1,4.827,438818.181818182,36.2659654395192
SH,W015,1VcottonDC,1000g,R2,11.061,1005545.45454545,83.1029301277235
SH,W015,1VcottonDC,1000g,R3,9.175,834090.909090909,68.9331329827198
SH,W015,1VcottonDC,1000g,R4,7.165,651363.636363636,53.831705484598
SH,W015,1VcottonDC,1000g,R5,7.867,715181.818181818,59.1059353869271
SH,W015,1VcottonDC,100g,R1,1.173,106636.363636364,8.81292261457551
SH,W015,1VcottonDC,100g,R2,1.073,97545.4545454545,8.06160781367393
SH,W015,1VcottonDC,100g,R3,1.006,91454.5454545455,7.55822689706987
SH,W015,1VcottonDC,100g,R4,1.434,130363.636363636,10.7738542449286
SH,W015,1VcottonDC,100g,R5,1.117,101545.454545455,8.39218632607062
SH,W015,1VcottonDC,2000g,R1,14.884,1353090.90909091,111.825694966191
SH,W015,1VcottonDC,2000g,R2,13.274,1206727.27272727,99.7295266716754
SH,W015,1VcottonDC,2000g,R3,12.284,1116727.27272727,92.2915101427498
SH,W015,1VcottonDC,2000g,R4,10.09,917272.727272727,75.8076634109692
SH,W015,1VcottonDC,2000g,R5,12.798,1163454.54545455,96.1532682193839
SH,W015,1VcottonDC,200g,R1,2.514,228545.454545455,18.8880540946657
SH,W015,1VcottonDC,200g,R2,1.286,116909.090909091,9.66190833959429
SH,W015,1VcottonDC,200g,R3,2.245,204090.909090909,16.8670172802404
SH,W015,1VcottonDC,200g,R4,2.565,233181.818181818,19.2712246431255
SH,W015,1VcottonDC,200g,R5,1.683,153000,12.6446280991736
SH,W015,1VcottonDC,400g,R1,3.081,280090.909090909,23.1480090157776
SH,W015,1VcottonDC,400g,R2,3.851,350090.909090909,28.9331329827198
SH,W015,1VcottonDC,400g,R3,4.475,406818.181818182,33.6213373403456
SH,W015,1VcottonDC,400g,R4,5.469,497181.818181818,41.0894064613073
SH,W015,1VcottonDC,400g,R5,5.267,478818.181818182,39.5717505634861
SH,W015,1VcottonDC,800g,R1,5.717,519727.272727273,42.9526671675432
SH,W015,1VcottonDC,800g,R2,5.269,479000,39.5867768595041
SH,W015,1VcottonDC,800g,R3,6.216,565090.909090909,46.7017280240421
SH,W015,1VcottonDC,800g,R4,5.224,474909.090909091,39.2486851990984
SH,W015,1VcottonDC,800g,R5,4.164,378545.454545455,31.2847483095417
